id;country_id;province_name
1;161;dolnośląskie
2;161;kujawsko-pomorskie
3;161;lubelskie
4;161;lubuskie
5;161;łódzkie
6;161;małopolskie
7;161;mazowieckie
8;161;opolskie
9;161;podkarpackie
10;161;podlaskie
11;161;pomorskie
12;161;śląskie
13;161;świętokrzyskie
14;161;warmińsko-mazurskie
15;161;wielkopolskie
16;161;zachodniopomorskie
